user_id,age,income_monthly,expenses_monthly,goal_type,goal_amount,goal_years,risk_profile,preferred_investments,marital_status,dependents,employment_type,investment_experience,location_tier,time_until_retirement,emergency_fund,current_assets,savings_monthly,can_invest,predicted_sip,allocation_mutual_funds,allocation_gold,allocation_fd
1606,29,94397,38848,retirement,4397931,25,low,"real_estate,fd",married,2,business,expert,Tier 1,31,26801,1758365.0,55549,True,14659,4397,4397,5865
1607,34,186206,129319,education,456547,4,medium,"fd,mutual_funds",married,2,self-employed,beginner,Tier 1,26,26113,3871099.0,56887,True,9511,4755,1902,2854
1608,24,138075,102844,car,568393,3,high,"fd,gold",single,0,salaried,expert,Tier 2,36,33176,643167.0,35231,True,15788,11051,1578,3159
1609,30,99728,72675,car,1195016,5,medium,"stocks,gold",single,2,salaried,intermediate,Tier 2,30,23830,840023.0,27053,True,19916,9958,3983,5975
1610,53,131869,87613,car,1465314,5,medium,"fd,real_estate",single,1,self-employed,none,Tier 1,7,24056,3960762.0,44256,True,24421,12210,4884,7327
1611,55,136656,63520,education,990807,5,low,"mutual_funds,real_estate",married,2,salaried,beginner,Tier 3,5,31014,3193889.0,73136,True,16513,4953,4953,6607
1612,35,196350,80937,car,884859,4,medium,"fd,real_estate",married,3,salaried,beginner,Tier 1,25,47192,941307.0,115413,True,18434,9217,3686,5531
1613,30,114129,62893,car,1152744,5,medium,"gold,stocks",married,0,salaried,none,Tier 1,30,34722,816751.0,51236,True,19212,9606,3842,5764
1614,22,108176,52843,car,845919,3,low,"fd,mutual_funds",married,3,business,expert,Tier 2,38,90548,1591661.0,55333,True,23497,7049,7049,9399
1615,41,140093,98644,education,1094686,5,low,"mutual_funds,gold",single,3,self-employed,beginner,Tier 1,19,82120,3403800.0,41449,True,18244,5473,5473,7298
1616,51,118025,75126,retirement,5624713,12,medium,"gold,fd",single,2,salaried,none,Tier 3,9,81422,958521.0,42899,True,39060,19530,7812,11718
1617,34,102594,50357,wedding,1570583,4,medium,"gold,mutual_funds",single,1,salaried,intermediate,Tier 2,26,51815,1885647.0,52237,True,32720,16360,6544,9816
1618,58,93038,62122,retirement,10356505,13,low,"gold,mutual_funds",single,1,business,intermediate,Tier 2,2,39019,944030.0,30916,True,30916,9274,9274,12368
1619,53,51820,33034,education,1021167,5,medium,"mutual_funds,real_estate",married,2,salaried,none,Tier 2,7,29220,2731971.0,18786,True,17019,8509,3403,5107
1620,39,188497,110801,car,1001103,2,medium,"real_estate,fd",single,3,self-employed,intermediate,Tier 2,21,44809,4953991.0,77696,True,41712,20856,8342,12514
1621,36,130814,85236,bike,133588,2,medium,"mutual_funds,gold",married,1,business,intermediate,Tier 2,24,18580,828639.0,45578,True,5566,2783,1113,1670
1622,43,192183,143898,retirement,13698925,29,low,"stocks,mutual_funds",married,1,salaried,intermediate,Tier 2,17,38268,3985806.0,48285,True,39364,11809,11809,15746
1623,33,57816,39622,wedding,1599624,5,medium,"fd,gold",single,2,business,expert,Tier 1,27,50752,2143787.0,18194,True,18194,9097,3638,5459
1624,28,173361,72726,car,1392326,3,low,"fd,stocks",married,2,salaried,beginner,Tier 3,32,12758,,100635,True,38675,11602,11602,15471
1625,42,169509,96477,bike,116950,2,medium,"stocks,real_estate",married,0,self-employed,expert,Tier 2,18,26348,544496.0,73032,True,4872,2436,974,1462
1626,27,185365,121402,wedding,1332548,4,low,"gold,real_estate",married,0,business,expert,Tier 3,33,35215,2805916.0,63963,True,27761,8328,8328,11105
1627,34,115647,77362,bike,106009,2,low,"real_estate,fd",married,0,salaried,none,Tier 3,26,34605,3830895.0,38285,True,4417,1325,1325,1767
1628,43,183641,90272,wedding,1401334,3,low,"gold,mutual_funds",married,3,self-employed,intermediate,Tier 3,17,91173,4351264.0,93369,True,38925,11677,11677,15571
1629,55,161046,118777,car,1333671,4,medium,"stocks,gold",married,3,business,expert,Tier 1,5,48148,2874665.0,42269,True,27784,13892,5556,8336
1630,52,137790,63991,wedding,619894,3,high,"real_estate,fd",single,3,business,none,Tier 1,8,54485,1327879.0,73799,True,17219,12053,1721,3445
1631,39,164787,109072,retirement,3742476,18,low,"gold,fd",married,1,salaried,beginner,Tier 1,21,92579,3836088.0,55715,True,17326,5197,5197,6932
1632,34,184123,100348,retirement,4506610,21,low,"stocks,real_estate",married,0,self-employed,beginner,Tier 3,26,50177,3721013.0,83775,True,17883,5364,5364,7155
1633,24,189841,136418,wedding,1144467,4,medium,"gold,mutual_funds",married,3,self-employed,beginner,Tier 2,36,16231,,53423,True,23843,11921,4768,7154
1634,44,136509,90639,bike,141144,2,medium,"real_estate,fd",single,1,salaried,expert,Tier 1,16,66517,2503611.0,45870,True,5881,2940,1176,1765
1635,38,42387,17393,education,303743,3,low,"stocks,gold",single,0,business,beginner,Tier 2,22,96815,1728176.0,24994,True,8437,2531,2531,3375
1636,48,95399,53018,retirement,15738095,13,medium,"fd,stocks",single,3,salaried,none,Tier 1,12,66600,4818614.0,42381,True,42381,21190,8476,12715
1637,39,53038,38899,wedding,1397486,4,low,"mutual_funds,real_estate",single,1,self-employed,intermediate,Tier 3,21,19892,3072927.0,14139,True,14139,4241,4241,5657
1638,35,31267,13096,education,764151,6,medium,"gold,mutual_funds",single,0,salaried,beginner,Tier 2,25,70527,3524484.0,18171,True,10613,5306,2122,3185
1639,25,103757,74682,bike,94609,2,medium,"stocks,gold",married,0,business,expert,Tier 3,35,38902,1646509.0,29075,True,3942,1971,788,1183
1640,47,77233,37686,car,1194203,5,medium,"gold,real_estate",married,3,self-employed,beginner,Tier 1,13,84434,2511897.0,39547,True,19903,9951,3980,5972
1641,44,166460,112710,education,881330,3,low,"fd,stocks",married,1,salaried,intermediate,Tier 3,16,52024,,53750,True,24481,7344,7344,9793
1642,27,25057,14846,education,692613,6,medium,"stocks,mutual_funds",married,3,self-employed,none,Tier 3,33,96628,520897.0,10211,True,9619,4809,1923,2887
1643,23,110149,49298,bike,137513,1,low,"mutual_funds,real_estate",married,2,self-employed,beginner,Tier 1,37,97545,3705694.0,60851,True,11459,3437,3437,4585
1644,58,129579,73151,retirement,11814324,28,low,"mutual_funds,real_estate",single,3,business,beginner,Tier 2,2,14638,231136.0,56428,True,35161,10548,10548,14065
1645,40,33095,15786,car,1312046,3,medium,"mutual_funds,fd",single,2,business,intermediate,Tier 2,20,10375,3976365.0,17309,True,17309,8654,3461,5194
1646,38,191169,108923,wedding,1991909,3,medium,"stocks,gold",married,0,salaried,expert,Tier 1,22,60309,4450023.0,82246,True,55330,27665,11066,16599
1647,58,24404,11616,retirement,5032479,13,medium,"real_estate,mutual_funds",married,1,business,intermediate,Tier 2,2,32684,1691455.0,12788,True,12788,6394,2557,3837
1648,35,17682,12849,bike,81832,2,medium,"fd,real_estate",single,0,salaried,intermediate,Tier 1,25,81882,1695589.0,4833,True,3409,1704,681,1024
1649,25,60520,43860,education,888730,4,medium,"fd,gold",married,2,salaried,expert,Tier 2,35,52498,3567559.0,16660,True,16660,8330,3332,4998
1650,59,15244,6635,retirement,13303069,19,high,"mutual_funds,fd",married,1,business,intermediate,Tier 3,1,76303,3486262.0,8609,True,8609,6026,860,1723
1651,29,180750,118866,retirement,18935998,25,low,"fd,stocks",single,0,self-employed,intermediate,Tier 3,31,13076,985510.0,61884,True,61884,18565,18565,24754
1652,33,150386,70801,education,1285055,3,high,"mutual_funds,real_estate",single,0,business,intermediate,Tier 3,27,40568,4173546.0,79585,True,35695,24986,3569,7140
1653,23,125188,91093,car,659291,4,high,"real_estate,gold",single,2,business,beginner,Tier 1,37,30156,2203056.0,34095,True,13735,9614,1373,2748
1654,41,137141,96460,bike,62853,1,medium,"stocks,fd",single,0,salaried,expert,Tier 3,19,30920,1284498.0,40681,True,5237,2618,1047,1572
1655,47,133458,58829,bike,178178,1,medium,"stocks,mutual_funds",single,3,business,expert,Tier 1,13,70842,3624787.0,74629,True,14848,7424,2969,4455
1656,37,21611,13935,retirement,18451876,29,medium,"gold,stocks",married,3,salaried,intermediate,Tier 1,23,77867,2486385.0,7676,True,7676,3838,1535,2303
1657,55,100970,51580,bike,178523,1,medium,"stocks,fd",married,0,salaried,expert,Tier 3,5,65721,4712543.0,49390,True,14876,7438,2975,4463
1658,43,95140,62794,wedding,549966,5,medium,"stocks,mutual_funds",single,2,business,intermediate,Tier 2,17,82228,3186676.0,32346,True,9166,4583,1833,2750
1659,27,58021,30052,car,820594,4,low,"stocks,gold",single,2,self-employed,none,Tier 3,33,91755,979441.0,27969,True,17095,5128,5128,6839
1660,48,193438,81223,wedding,1069601,4,medium,"real_estate,gold",married,3,business,beginner,Tier 3,12,32032,1583755.0,112215,True,22283,11141,4456,6686
1661,36,76710,51274,wedding,942037,4,high,"fd,mutual_funds",married,1,salaried,beginner,Tier 2,24,81749,3727264.0,25436,True,19625,13737,1962,3926
1662,39,154122,67466,education,665863,5,low,"fd,real_estate",married,3,self-employed,intermediate,Tier 3,21,38055,3919819.0,86656,True,11097,3329,3329,4439
1663,30,22450,15485,wedding,550272,5,low,"stocks,fd",married,1,salaried,none,Tier 1,30,97944,4226432.0,6965,True,6965,2089,2089,2787
1664,57,97641,72277,bike,75457,2,medium,"fd,mutual_funds",single,0,salaried,beginner,Tier 2,3,25886,1542669.0,25364,True,3144,1572,628,944
1665,41,51181,26582,wedding,893238,3,low,"mutual_funds,gold",single,2,self-employed,expert,Tier 2,19,37322,2196081.0,24599,True,24599,7379,7379,9841
1666,54,130245,64081,retirement,18488221,24,low,"gold,fd",single,2,business,expert,Tier 3,6,88576,2167709.0,66164,True,64195,19258,19258,25679
1667,23,23998,15217,wedding,1737445,5,medium,"stocks,gold",single,3,business,expert,Tier 3,37,47407,3316011.0,8781,True,8781,4390,1756,2635
1668,48,91289,44483,bike,191029,2,high,"real_estate,mutual_funds",single,2,business,intermediate,Tier 2,12,8454,3544412.0,46806,True,7959,5571,795,1593
1669,23,196709,79755,retirement,12215003,16,high,"gold,mutual_funds",single,1,business,expert,Tier 2,37,27463,649223.0,116954,True,63619,44533,6361,12725
1670,57,78528,32495,bike,82787,1,medium,"stocks,mutual_funds",single,1,business,none,Tier 1,3,62427,3980157.0,46033,True,6898,3449,1379,2070
1671,52,117231,59506,bike,123308,2,medium,"gold,fd",married,3,self-employed,expert,Tier 1,8,10302,2603540.0,57725,True,5137,2568,1027,1542
1672,34,158949,113320,car,427313,4,medium,"stocks,real_estate",married,3,self-employed,expert,Tier 3,26,53408,3284499.0,45629,True,8902,4451,1780,2671
1673,42,106665,49290,car,1197399,5,low,"stocks,mutual_funds",single,3,business,expert,Tier 1,18,13660,,57375,True,19956,5986,5986,7984
1674,37,155688,69420,wedding,1728386,3,low,"real_estate,fd",married,2,salaried,beginner,Tier 3,23,96787,4523391.0,86268,True,48010,14403,14403,19204
1675,43,60434,24885,bike,76462,1,medium,"real_estate,fd",married,1,business,beginner,Tier 1,17,57799,2738007.0,35549,True,6371,3185,1274,1912
1676,43,197296,114749,bike,173394,1,low,"real_estate,fd",single,0,business,intermediate,Tier 1,17,22868,1043477.0,82547,True,14449,4334,4334,5781
1677,51,37222,26097,retirement,16207054,27,medium,"real_estate,stocks",single,2,salaried,intermediate,Tier 1,9,59649,2512282.0,11125,True,11125,5562,2225,3338
1678,59,156295,88255,car,1272811,2,medium,"stocks,real_estate",single,2,salaried,none,Tier 2,1,17661,4578166.0,68040,True,53033,26516,10606,15911
1679,25,22970,16014,retirement,7213720,18,medium,"mutual_funds,stocks",single,0,self-employed,expert,Tier 3,35,51996,1959103.0,6956,True,6956,3478,1391,2087
1680,22,83835,53486,education,649738,6,medium,"fd,mutual_funds",married,0,salaried,intermediate,Tier 1,38,87516,1293922.0,30349,True,9024,4512,1804,2708
1681,44,25866,16833,retirement,3965730,17,low,"stocks,fd",single,3,self-employed,expert,Tier 2,16,31162,4989113.0,9033,True,9033,2709,2709,3615
1682,26,25995,12264,car,537039,4,low,"real_estate,mutual_funds",married,2,self-employed,intermediate,Tier 1,34,69471,1977124.0,13731,True,11188,3356,3356,4476
1683,44,62664,32329,retirement,9305863,16,high,"gold,stocks",married,1,business,beginner,Tier 3,16,85093,497564.0,30335,True,30335,21234,3033,6068
1684,44,98100,60614,car,894308,5,low,"fd,stocks",married,0,business,beginner,Tier 3,16,59862,2140114.0,37486,True,14905,4471,4471,5963
1685,58,35471,25052,bike,162229,1,medium,"stocks,gold",married,0,salaried,expert,Tier 1,2,88969,1078464.0,10419,True,10419,5209,2083,3127
1686,22,161539,86079,retirement,13633508,17,high,"stocks,real_estate",single,2,self-employed,expert,Tier 2,38,27650,2497586.0,75460,True,66830,46781,6683,13366
1687,27,25683,15492,bike,140978,1,high,"mutual_funds,stocks",married,1,business,none,Tier 1,33,36351,4924010.0,10191,True,10191,7133,1019,2039
1688,28,89155,44202,car,1159774,5,medium,"mutual_funds,stocks",single,2,salaried,beginner,Tier 1,32,75290,4681813.0,44953,True,19329,9664,3865,5800
1689,46,36662,16329,education,563369,3,high,"mutual_funds,stocks",single,2,self-employed,expert,Tier 2,14,20372,1640143.0,20333,True,15649,10954,1564,3131
1690,23,107404,72771,car,710625,5,high,"stocks,fd",single,0,self-employed,beginner,Tier 1,37,72969,2933309.0,34633,True,11843,8290,1184,2369
1691,32,89474,44278,retirement,4813318,25,medium,"gold,mutual_funds",married,0,salaried,beginner,Tier 1,28,79796,4036752.0,45196,True,16044,8022,3208,4814
1692,32,137181,59118,wedding,1650187,5,high,"real_estate,fd",married,0,business,intermediate,Tier 3,28,21488,4113627.0,78063,True,27503,19252,2750,5501
1693,51,182131,111837,education,1407908,4,medium,"gold,mutual_funds",single,0,business,expert,Tier 2,9,26352,1578474.0,70294,True,29331,14665,5866,8800
1694,49,66993,40496,bike,180212,1,medium,"stocks,real_estate",married,1,self-employed,beginner,Tier 3,11,13539,4376639.0,26497,True,15017,7508,3003,4506
1695,36,64107,40613,wedding,1448128,3,medium,"real_estate,fd",married,3,self-employed,expert,Tier 2,24,61132,4349798.0,23494,True,23494,11747,4698,7049
1696,51,78797,33155,bike,136421,1,medium,"real_estate,mutual_funds",single,0,business,beginner,Tier 1,9,71558,2214725.0,45642,True,11368,5684,2273,3411
1697,23,192398,135820,bike,64123,2,low,"mutual_funds,gold",single,1,salaried,intermediate,Tier 2,37,47597,920670.0,56578,True,2671,801,801,1069
1698,53,56751,28247,wedding,1828413,4,medium,"real_estate,gold",married,1,self-employed,none,Tier 1,7,42697,2503820.0,28504,True,28504,14252,5700,8552
1699,35,176064,126380,bike,190475,1,medium,"fd,gold",single,2,salaried,expert,Tier 3,25,17121,2935201.0,49684,True,15872,7936,3174,4762
1700,30,196744,144351,education,1192724,6,medium,"fd,stocks",single,3,salaried,none,Tier 1,30,33522,76567.0,52393,True,16565,8282,3313,4970
1701,54,73390,40215,car,1354164,2,medium,"gold,mutual_funds",married,1,salaried,expert,Tier 1,6,29496,2238409.0,33175,True,33175,16587,6635,9953
1702,47,37873,25918,retirement,19381304,24,low,"mutual_funds,fd",single,3,self-employed,none,Tier 1,13,54979,1283548.0,11955,True,11955,3586,3586,4783
1703,45,111129,45927,bike,167288,2,medium,"real_estate,fd",single,1,self-employed,beginner,Tier 3,15,17875,,65202,True,6970,3485,1394,2091
1704,44,188341,83678,education,1224253,3,low,"real_estate,gold",married,1,self-employed,beginner,Tier 3,16,83655,2023744.0,104663,True,34007,10202,10202,13603
1705,55,177893,128900,bike,129918,2,medium,"gold,fd",single,3,self-employed,none,Tier 2,5,95179,387088.0,48993,True,5413,2706,1082,1625
1706,41,61458,41041,bike,104440,2,medium,"real_estate,mutual_funds",single,0,salaried,none,Tier 3,19,98826,4458421.0,20417,True,4351,2175,870,1306
1707,47,125373,57025,bike,64870,2,medium,"gold,mutual_funds",married,1,self-employed,expert,Tier 3,13,72474,,68348,True,2702,1351,540,811
1708,56,142463,76086,retirement,12689165,15,medium,"stocks,mutual_funds",single,1,self-employed,none,Tier 2,4,5440,2077035.0,66377,True,66377,33188,13275,19914
1709,35,138491,84554,bike,141662,1,low,"gold,real_estate",married,1,salaried,intermediate,Tier 3,25,12038,1579451.0,53937,True,11805,3541,3541,4723
1710,24,91586,52453,education,1054189,4,high,"stocks,gold",married,0,salaried,expert,Tier 1,36,94987,2369474.0,39133,True,21962,15373,2196,4393
1711,33,28057,18966,car,468607,3,low,"stocks,real_estate",married,3,salaried,beginner,Tier 2,27,28765,3296824.0,9091,True,9091,2727,2727,3637
1712,42,113318,53027,car,763133,2,medium,"mutual_funds,gold",married,0,business,beginner,Tier 2,18,14428,4931083.0,60291,True,31797,15898,6359,9540
1713,53,104846,74464,retirement,14271368,27,high,"real_estate,mutual_funds",married,0,salaried,beginner,Tier 1,7,63951,1875779.0,30382,True,30382,21267,3038,6077
1714,55,99553,51425,retirement,9548216,17,medium,"gold,real_estate",married,3,business,none,Tier 2,5,89983,2193781.0,48128,True,46804,23402,9360,14042
1715,55,97762,44343,bike,192731,2,medium,"real_estate,stocks",single,2,business,none,Tier 1,5,48473,4240247.0,53419,True,8030,4015,1606,2409
1716,41,127076,61385,car,795507,5,medium,"gold,real_estate",married,3,self-employed,none,Tier 1,19,8811,4799868.0,65691,True,13258,6629,2651,3978
1717,23,192691,82622,wedding,1768430,5,medium,"gold,fd",single,1,business,intermediate,Tier 1,37,17194,4177269.0,110069,True,29473,14736,5894,8843
1718,56,69499,45939,wedding,1331284,3,high,"mutual_funds,gold",single,1,business,expert,Tier 1,4,52836,2767370.0,23560,True,23560,16492,2356,4712
1719,25,107676,54249,education,1046648,4,low,"stocks,real_estate",married,2,salaried,none,Tier 2,35,94756,4509895.0,53427,True,21805,6541,6541,8723
1720,45,25662,14153,education,698115,5,medium,"real_estate,gold",single,0,salaried,beginner,Tier 1,15,72471,1730442.0,11509,True,11509,5754,2301,3454
1721,53,98205,72720,education,534631,4,low,"mutual_funds,real_estate",single,2,self-employed,intermediate,Tier 1,7,42830,1109288.0,25485,True,11138,3341,3341,4456
1722,36,102185,62339,wedding,536972,5,medium,"mutual_funds,gold",single,0,self-employed,expert,Tier 2,24,49297,2949529.0,39846,True,8949,4474,1789,2686
1723,55,188549,92035,bike,145404,2,high,"fd,gold",married,0,self-employed,beginner,Tier 2,5,8052,2436568.0,96514,True,6058,4240,605,1213
1724,34,163388,95392,car,1283527,4,low,"mutual_funds,gold",single,3,salaried,expert,Tier 1,26,5565,3151954.0,67996,True,26740,8022,8022,10696
1725,54,161246,67438,wedding,527597,4,high,"mutual_funds,real_estate",married,1,self-employed,intermediate,Tier 1,6,76854,3097725.0,93808,True,10991,7693,1099,2199
1726,40,184269,101790,bike,198320,2,medium,"fd,mutual_funds",single,3,salaried,expert,Tier 1,20,56986,4007530.0,82479,True,8263,4131,1652,2480
1727,40,146506,71541,retirement,5729974,20,medium,"stocks,gold",married,0,business,none,Tier 2,20,43493,4590272.0,74965,True,23874,11937,4774,7163
1728,29,185665,127197,retirement,13115084,27,medium,"gold,real_estate",married,1,salaried,beginner,Tier 1,31,27578,4759075.0,58468,True,40478,20239,8095,12144
1729,37,156668,101650,education,713146,5,high,"real_estate,mutual_funds",married,1,salaried,beginner,Tier 3,23,23687,4690353.0,55018,True,11885,8319,1188,2378
1730,43,45183,27583,car,1162301,2,low,"gold,stocks",single,3,business,none,Tier 3,17,50810,3672456.0,17600,True,17600,5280,5280,7040
1731,44,167635,112029,retirement,4981908,18,low,"fd,mutual_funds",married,1,self-employed,expert,Tier 2,16,22974,3873476.0,55606,True,23064,6919,6919,9226
1732,37,33615,16424,bike,100728,2,low,"stocks,fd",single,0,self-employed,beginner,Tier 1,23,57798,4710296.0,17191,True,4197,1259,1259,1679
1733,36,165694,85421,education,436772,6,low,"gold,mutual_funds",married,0,business,none,Tier 3,24,50291,3737193.0,80273,True,6066,1819,1819,2428
1734,49,58815,35859,education,404997,6,medium,"gold,stocks",married,2,self-employed,expert,Tier 1,11,29660,2857615.0,22956,True,5624,2812,1124,1688
1735,51,119913,84258,retirement,3627901,21,medium,"stocks,mutual_funds",single,2,self-employed,intermediate,Tier 1,9,20389,733045.0,35655,True,14396,7198,2879,4319
1736,42,173267,115322,wedding,1383601,3,medium,"gold,real_estate",single,3,salaried,expert,Tier 2,18,98925,506123.0,57945,True,38433,19216,7686,11531
1737,42,38696,15521,retirement,3661944,14,low,"real_estate,stocks",single,3,self-employed,beginner,Tier 2,18,10285,4700635.0,23175,True,21797,6539,6539,8719
1738,32,32903,21659,car,1209427,2,medium,"fd,real_estate",single,0,business,none,Tier 1,28,93377,2553934.0,11244,True,11244,5622,2248,3374
1739,42,66222,37952,education,743884,5,medium,"stocks,mutual_funds",single,2,salaried,intermediate,Tier 1,18,68853,1507750.0,28270,True,12398,6199,2479,3720
1740,48,167026,110653,car,933963,4,high,"gold,stocks",single,2,self-employed,expert,Tier 1,12,36661,3784305.0,56373,True,19457,13619,1945,3893
1741,54,62963,37745,education,507537,6,low,"stocks,fd",single,3,self-employed,beginner,Tier 1,6,67814,2486901.0,25218,True,7049,2114,2114,2821
1742,43,58436,43770,wedding,1363624,5,low,"fd,mutual_funds",single,2,self-employed,beginner,Tier 2,17,58013,2005599.0,14666,True,14666,4399,4399,5868
1743,53,24665,12830,retirement,14610247,13,high,"stocks,mutual_funds",single,0,salaried,intermediate,Tier 1,7,50610,2066987.0,11835,True,11835,8284,1183,2368
1744,27,68790,37383,retirement,19140807,18,medium,"real_estate,mutual_funds",married,1,self-employed,expert,Tier 3,33,18200,626563.0,31407,True,31407,15703,6281,9423
1745,58,104001,47462,education,1248084,4,low,"stocks,fd",single,2,business,beginner,Tier 2,2,15619,3825470.0,56539,True,26001,7800,7800,10401
1746,51,164765,98378,education,793496,3,high,"fd,real_estate",single,1,self-employed,intermediate,Tier 3,9,94100,4214026.0,66387,True,22041,15428,2204,4409
1747,43,59763,27751,education,1356001,4,medium,"real_estate,gold",single,3,self-employed,expert,Tier 3,17,97999,1514236.0,32012,True,28250,14125,5650,8475
1748,30,146776,105523,wedding,692543,4,medium,"mutual_funds,fd",single,2,business,intermediate,Tier 3,30,23300,,41253,True,14427,7213,2885,4329
1749,35,49404,30034,wedding,1474939,3,low,"mutual_funds,fd",married,3,salaried,none,Tier 3,25,52475,3978408.0,19370,True,19370,5811,5811,7748
1750,56,167771,67489,retirement,4752153,17,medium,"mutual_funds,fd",single,3,business,beginner,Tier 1,4,26711,1506851.0,100282,True,23294,11647,4658,6989
1751,36,16286,10240,bike,164959,2,medium,"fd,stocks",single,1,self-employed,beginner,Tier 3,24,31485,1982811.0,6046,True,6046,3023,1209,1814
1752,39,69583,41351,bike,171359,1,high,"gold,real_estate",married,0,self-employed,intermediate,Tier 3,21,73623,4872724.0,28232,True,14279,9995,1427,2857
1753,23,74263,51735,car,817896,3,low,"stocks,gold",married,2,self-employed,intermediate,Tier 3,37,43174,3534840.0,22528,True,22528,6758,6758,9012
1754,57,192198,88173,wedding,955473,3,medium,"mutual_funds,stocks",single,0,business,none,Tier 3,3,41551,1913096.0,104025,True,26540,13270,5308,7962
1755,37,171537,81490,wedding,508981,3,medium,"mutual_funds,stocks",single,3,salaried,beginner,Tier 2,23,29408,1778177.0,90047,True,14138,7069,2827,4242
1756,26,197177,103873,bike,63657,1,low,"stocks,gold",single,0,self-employed,none,Tier 1,34,87694,2756171.0,93304,True,5304,1591,1591,2122
1757,58,182022,132347,education,1352905,6,medium,"real_estate,mutual_funds",married,1,self-employed,beginner,Tier 1,2,71940,1618473.0,49675,True,18790,9395,3758,5637
1758,47,135185,56343,car,1311604,3,medium,"mutual_funds,fd",married,1,self-employed,expert,Tier 3,13,94711,4572700.0,78842,True,36433,18216,7286,10931
1759,48,133728,83984,retirement,8268681,18,low,"mutual_funds,fd",married,1,salaried,intermediate,Tier 2,12,58270,3660566.0,49744,True,38280,11484,11484,15312
1760,30,31220,13291,wedding,895462,5,medium,"real_estate,fd",single,3,self-employed,intermediate,Tier 2,30,73358,198306.0,17929,True,14924,7462,2984,4478
1761,41,195523,91088,bike,135205,1,medium,"mutual_funds,fd",single,0,salaried,expert,Tier 3,19,6082,2122551.0,104435,True,11267,5633,2253,3381
1762,43,66952,37078,retirement,7176213,11,medium,"gold,mutual_funds",single,1,business,intermediate,Tier 2,17,44536,4425980.0,29874,True,29874,14937,5974,8963
1763,39,160111,77678,bike,99925,2,medium,"gold,real_estate",single,1,salaried,intermediate,Tier 3,21,53897,137745.0,82433,True,4163,2081,832,1250
1764,48,108709,74344,education,726228,3,low,"real_estate,fd",married,3,business,beginner,Tier 1,12,90727,1837702.0,34365,True,20173,6051,6051,8071
1765,49,27803,12915,bike,153361,1,medium,"gold,stocks",single,0,salaried,none,Tier 1,11,20376,2422413.0,14888,True,12780,6390,2556,3834
1766,26,63786,39500,wedding,1767426,3,low,"mutual_funds,real_estate",married,3,salaried,none,Tier 1,34,6511,1471742.0,24286,True,24286,7285,7285,9716
1767,48,107529,71692,bike,160919,2,high,"fd,real_estate",married,1,business,expert,Tier 1,12,36949,4181608.0,35837,True,6704,4692,670,1342
1768,57,84407,61816,bike,102176,2,medium,"gold,real_estate",married,0,salaried,expert,Tier 2,3,8145,1195865.0,22591,True,4257,2128,851,1278
1769,45,172985,79216,education,1027591,3,low,"fd,real_estate",single,2,self-employed,none,Tier 1,15,50344,462230.0,93769,True,28544,8563,8563,11418
1770,30,55324,33822,car,1094058,3,low,"real_estate,gold",single,0,salaried,beginner,Tier 2,30,8512,4119298.0,21502,True,21502,6450,6450,8602
1771,34,138775,93552,education,691731,5,low,"gold,real_estate",single,0,self-employed,none,Tier 2,26,68140,2075321.0,45223,True,11528,3458,3458,4612
1772,53,147871,63243,bike,150450,2,high,"fd,stocks",single,3,salaried,expert,Tier 3,7,45379,2454710.0,84628,True,6268,4387,626,1255
1773,42,93591,51405,education,1315807,4,medium,"gold,stocks",single,1,self-employed,none,Tier 1,18,91479,2283232.0,42186,True,27412,13706,5482,8224
1774,51,130481,60533,wedding,653325,5,low,"real_estate,gold",married,0,self-employed,intermediate,Tier 3,9,72156,3962976.0,69948,True,10888,3266,3266,4356
1775,42,114252,84762,bike,76575,1,high,"fd,real_estate",single,0,self-employed,expert,Tier 2,18,88323,1820020.0,29490,True,6381,4466,638,1277
1776,27,142129,68034,education,832191,3,medium,"gold,mutual_funds",single,3,business,intermediate,Tier 2,33,48381,493172.0,74095,True,23116,11558,4623,6935
1777,52,26467,18819,bike,83301,1,high,"stocks,fd",single,2,salaried,none,Tier 1,8,90180,3789919.0,7648,True,6941,4858,694,1389
1778,41,162276,90043,retirement,10079981,11,high,"real_estate,fd",single,3,self-employed,none,Tier 1,19,27940,4186578.0,72233,True,72233,50563,7223,14447
1779,30,183394,96513,education,655113,4,low,"fd,mutual_funds",single,1,self-employed,intermediate,Tier 3,30,99266,3006181.0,86881,True,13648,4094,4094,5460
1780,50,149974,82731,education,1316487,5,low,"stocks,real_estate",single,0,business,beginner,Tier 1,10,17020,,67243,True,21941,6582,6582,8777
1781,22,59153,32118,bike,98502,2,low,"gold,mutual_funds",married,1,business,beginner,Tier 2,38,92812,1176805.0,27035,True,4104,1231,1231,1642
1782,47,198220,137373,car,1126262,3,medium,"gold,real_estate",single,2,salaried,none,Tier 2,13,59795,784543.0,60847,True,31285,15642,6257,9386
1783,59,64986,39548,education,1097177,3,medium,"stocks,fd",married,2,self-employed,none,Tier 3,1,77354,3069684.0,25438,True,25438,12719,5087,7632
1784,43,63566,38271,retirement,18026292,17,low,"gold,fd",married,3,business,none,Tier 2,17,73099,,25295,True,25295,7588,7588,10119
1785,25,40107,17847,wedding,1340271,4,medium,"stocks,gold",married,1,salaried,beginner,Tier 2,35,12704,1087763.0,22260,True,22260,11130,4452,6678
